Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,NBL,80,1,10,3,5,1,8,2,17,Lobby 1
2.0,SLS,43,3,7,1,11,12,1,14,3,Lobby 1
3.0,Sea Of Thieves,41,6,4,9,1,5,9,1,6,Lobby 1
4.0,UNL,32,4,5,7,9,11,3,10,4,Lobby 1
5.0,Tijuana Piranas,32,5,8,12,0,3,6,5,2,Lobby 1
6.0,BP,27,7,6,6,11,16,4,18,0,Lobby 1
7.0,CC,20,15,5,11,0,9,1,7,7,Lobby 1
8.0,Rt66 Bandits,20,12,0,2,8,14,0,12,0,Lobby 1
9.0,DoubleD'sAndNick,19,9,0,5,0,4,2,8,4,Lobby 1
10.0,SickerThanYoAvg,18,20,1,15,4,10,5,4,0,Lobby 1
11.0,Were Just Better,17,14,0,8,0,2,2,17,3,Lobby 1
12.0,OutofPocketGamer,15,8,1,14,2,7,6,20,0,Lobby 1
13.0,Packet Loss,15,2,2,10,0,17,0,9,0,Lobby 1
14.0,ChayKayJay,14,10,2,4,3,13,0,11,0,Lobby 1
15.0,Coconut Island,12,17,0,17,0,18,1,3,4,Lobby 1
16.0,Titanes,11,16,2,19,0,15,0,6,5,Lobby 1
17.0,NotoriousDreams,5,11,0,16,0,8,2,19,0,Lobby 1
18.0,StepBros,5,18,0,18,0,6,0,15,1,Lobby 1
19.0,En corto Garmers,3,19,0,13,0,19,1,13,0,Lobby 1
20.0,OrgSignUs,1,13,0,20,0,20,0,16,0,Lobby 1
1.0,2B1C,96,1,23,15,5,12,17,1,25,Lobby 2
2.0,Never Lucky,45,2,10,8,3,1,9,0,0,Lobby 2
3.0,NEAN,40,3,3,1,13,15,0,15,3,Lobby 2
4.0,Spooky Scary,34,17,1,2,6,5,3,4,6,Lobby 2
5.0,MoJo,28,4,2,11,2,3,7,11,3,Lobby 2
6.0,GNR,26,19,0,3,8,13,1,2,0,Lobby 2
7.0,Hi,23,14,1,10,2,2,4,10,2,Lobby 2
8.0,Zero Creativity,18,12,3,12,3,7,0,3,0,Lobby 2
9.0,BBJ,16,6,0,5,5,17,0,9,2,Lobby 2
10.0,BLitLd Revengers,16,5,0,17,0,6,2,7,4,Lobby 2
11.0,UNDD,13,16,0,16,0,4,4,5,0,Lobby 2
12.0,LMX,12,7,1,14,0,11,0,8,4,Lobby 2
13.0,USAE,11,8,2,18,0,9,4,13,0,Lobby 2
14.0,LacklusterTalent,11,10,0,9,2,19,0,6,2,Lobby 2
15.0,Raised By Wolves,10,13,0,4,2,10,0,18,0,Lobby 2
16.0,AST,9,9,6,13,0,16,0,16,0,Lobby 2
17.0,DNAnuals,9,15,0,6,3,14,0,12,0,Lobby 2
18.0,quest gaming,7,11,2,7,1,18,0,17,0,Lobby 2
19.0,The Not Squad,6,18,0,19,0,8,3,14,0,Lobby 2
20.0,BarnYard Bandits,0,20,0,20,0,20,0,0,0,Lobby 2
1.0,BW,76,4,7,3,10,1,20,8,13,Lobby 3
2.0,CLX,53,1,10,1,12,14,2,15,3,Lobby 3
3.0,DUMPERS,41,5,12,5,5,19,0,6,13,Lobby 3
4.0,TSS,31,16,3,7,4,2,8,12,3,Lobby 3
5.0,Meow Syndicate,31,19,0,8,2,4,3,1,7,Lobby 3
6.0,Pickles,30,7,3,13,0,5,7,3,5,Lobby 3
7.0,SDO,24,8,0,4,4,3,1,4,0,Lobby 3
8.0,FROG,20,3,9,14,0,11,1,19,1,Lobby 3
9.0,Vandals,20,17,0,2,6,13,0,9,2,Lobby 3
10.0,Select,17,10,2,11,4,9,1,5,1,Lobby 3
11.0,Verticality,16,14,0,17,3,16,0,2,3,Lobby 3
12.0,NM,15,12,6,12,0,7,3,11,0,Lobby 3
13.0,Beamer Bros,14,13,0,16,3,10,2,7,3,Lobby 3
14.0,Them Boiz,14,2,0,10,0,17,0,10,1,Lobby 3
15.0,PepegaBakeryInc,11,6,0,6,0,8,3,20,0,Lobby 3
16.0,My Neck My Back,9,11,0,19,0,6,5,17,0,Lobby 3
17.0,TRK,7,9,0,15,0,18,0,13,3,Lobby 3
18.0,TS,5,18,0,9,2,20,0,14,0,Lobby 3
19.0,TAG NA,2,15,0,20,0,15,0,18,0,Lobby 3
20.0,NA Assault,1,20,0,18,0,12,0,16,0,Lobby 3
1.0,EST,47,2,11,17,1,1,12,12,1,Lobby 4
2.0,Onyx,44,3,5,3,7,3,11,18,0,Lobby 4
3.0,FNG NEW ERA,38,7,14,13,3,11,2,4,9,Lobby 4
4.0,RAWR,36,4,5,9,3,9,1,2,9,Lobby 4
5.0,LF,31,15,3,5,9,5,4,7,3,Lobby 4
6.0,LZR,31,10,5,11,4,12,1,1,5,Lobby 4
7.0,Kaged,31,6,1,1,8,15,0,10,4,Lobby 4
8.0,Sussy Bakas,30,5,1,8,1,2,10,16,3,Lobby 4
9.0,SCARRA LOVERS,30,1,4,10,1,4,6,17,0,Lobby 4
10.0,Siracha,24,11,0,4,3,16,3,3,5,Lobby 4
11.0,Moon Boys,24,8,0,2,7,6,1,15,1,Lobby 4
12.0,IFE,18,18,0,6,3,7,0,5,5,Lobby 4
13.0,MXGamers,15,12,3,18,0,10,4,8,3,Lobby 4
14.0,Iron Giant,10,13,2,7,2,8,0,19,0,Lobby 4
15.0,ZERO,8,20,0,19,0,13,1,6,3,Lobby 4
16.0,Chesco,7,14,0,12,2,17,0,13,2,Lobby 4
17.0,Lost Pub Players,7,16,1,15,0,18,0,9,3,Lobby 4
18.0,RLP,6,9,1,14,0,14,0,11,0,Lobby 4
19.0,DoorKickingGang,3,17,1,16,2,20,0,20,0,Lobby 4
20.0,Tin Roof Tacos,1,19,0,20,0,19,0,14,0,Lobby 4
1.0,Console Crutch,57,13,3,1,14,2,13,6,2,Lobby 5
2.0,CPR Certified,54,1,10,3,3,7,5,3,7,Lobby 5
3.0,Zoo Pals,38,8,2,2,14,15,3,15,6,Lobby 5
4.0,SHEESH,38,2,7,19,1,17,0,1,9,Lobby 5
5.0,WASH,35,4,5,4,13,18,3,9,2,Lobby 5
6.0,Wonderboys,34,7,5,7,1,1,6,8,2,Lobby 5
7.0,Point Theft,28,9,3,15,0,3,2,2,4,Lobby 5
8.0,Unsigned Talent,27,3,5,12,0,6,6,7,2,Lobby 5
9.0,Movement Temple,23,15,0,8,3,5,5,5,4,Lobby 5
10.0,AM,21,18,5,11,0,12,5,4,4,Lobby 5
11.0,ING,15,14,0,10,2,10,1,12,6,Lobby 5
12.0,ZooWeeMama,14,12,4,5,4,19,1,18,0,Lobby 5
13.0,Laggy 'n Rollers,12,16,0,6,4,16,3,10,0,Lobby 5
14.0,NSO,9,6,2,17,0,11,2,13,0,Lobby 5
15.0,2R1M,8,10,0,14,0,14,0,11,3,Lobby 5
16.0,Pepes Silvia,8,20,0,18,1,4,2,17,0,Lobby 5
17.0,LadyandTheTramps,8,5,2,16,0,9,0,19,0,Lobby 5
18.0,Mexican Demons,7,11,0,9,0,8,1,14,0,Lobby 5
19.0,purple stingrays,4,19,0,13,1,13,1,20,0,Lobby 5
20.0,Matchments,3,17,0,20,0,20,0,16,3,Lobby 5
1.0,BAD,53,2,9,3,9,7,12,15,3,Lobby 6
2.0,SUP,50,1,11,4,11,11,6,12,3,Lobby 6
