Standings,FC Destroy,112,112
2.0,Dps,38,38
3.0,CJAM,32,32
4.0,sspZ,31,31
5.0,Joel Mark,24,24
6.0,WGT,20,20
7.0,SYTH,16,16
8.0,Japan LFT desu,15,15
9.0,PiratesOfMirage,14,14
10.0,FaTe Diamond,14,14
11.0,NOVA,14,14
12.0,Ignition,12,12
13.0,Farley,11,11
