Standings,Team.1,Total
1.0,Black,50
2.0,NrTv.Vs,44
3.0,TSURUGI,33
4.0,ARK5,31
5.0,GODOsushiTabetai,28
6.0,EXiA KR,28
7.0,Kingdom,24
8.0,MZB,22
9.0,Welfare,22
10.0,OC,21
11.0,ORC,21
12.0,otter squad,5
13.0,superYONOunion,5
