Standings,Ace1,58,58
2.0,Yoropikumin,40,40
3.0,LandMarkGondola,39,39
4.0,NFM,38,38
5.0,MiJP,34,34
6.0,Lunatics,27,27
7.0,InTheSky,22,22
8.0,QueenSquadRoyal,22,22
9.0,DCN,17,17
10.0,Luna Llena,12,12
11.0,TeamRoyHage,8,8
12.0,track,0,0
