Standings,Marine,61,61
2.0,Crest,40,40
3.0,RDO,38,38
4.0,C-VA KAG,34,34
5.0,CPGaming,34,34
6.0,456,32,32
7.0,RPG,28,28
8.0,Zenith,21,21
9.0,R.AtR,15,15
10.0,monkey,15,15
11.0,uNLimit,8,8
12.0,Solid,6,6
