Standings,ARZ,45,45
2.0,APXRS,35,35
3.0,BEXT,31,31
4.0,TW,31,31
5.0,D4RK,29,29
6.0,Rebellio,28,28
7.0,UC,27,27
8.0,LFT BKGK,26,26
9.0,NBG,24,24
10.0,Core,21,21
11.0,Core Second,20,20
12.0,mrg_gundan,16,16
