,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Sussy Bakas,78,78
1,2.0,NEAN,54,54
2,3.0,TPM,43,43
3,4.0,AM,34,34
4,5.0,Unlucky,32,32
5,6.0,RT,28,28
6,7.0,LF,25,25
7,8.0,FROG,24,24
8,9.0,Los Hefes,23,23
9,10.0,GNR,21,21
10,11.0,En corto Garmers,17,17
11,12.0,JIN,16,16
12,13.0,TAG NA,15,15
13,14.0,trippinoncables,9,9
14,15.0,Dunk Squad,9,9
15,16.0,Laggy 'n Rollers,8,8
16,17.0,Shibby,6,6
17,18.0,Swanky Boys,4,4
18,19.0,Lethal Villains,4,4
19,20.0,Corruption,2,2
