,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,DNO,121,121
1,2.0,ROT,35,35
2,3.0,CLX,32,32
3,4.0,OA,32,32
4,5.0,RCO,28,28
5,6.0,Hooiya,27,27
6,7.0,Hardstuck10k,27,27
7,8.0,Spooky Scary,24,24
8,9.0,Insane Xboxsers,19,19
9,10.0,BW,16,16
10,11.0,TOAOS GG,15,15
11,12.0,The Not Squad,13,13
12,13.0,ING,12,12
13,14.0,Controller Bots,9,9
14,15.0,PWM,9,9
15,16.0,Apex orphans,3,3
16,17.0,TEAM Workaholics,3,3
17,18.0,Nobody,1,1
18,19.0,Bot Squad,1,1
19,20.0,2Sticks1Musician,0,0
