,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,My Neck My Back,62,62
1,2.0,Dumpsters,52,52
2,3.0,NBL,51,51
3,4.0,SXG,42,42
4,5.0,AGL,34,34
5,6.0,SMP,32,32
6,7.0,gibbyhands,30,30
7,8.0,Titanes,23,23
8,9.0,SQS Gaming,19,19
9,10.0,The Semi Pros,16,16
10,11.0,SBD,15,15
11,12.0,AGLY,13,13
12,13.0,Team Asesinos,12,12
13,14.0,On They Ayy,8,8
14,15.0,High Dexterity,7,7
15,16.0,Team Sanitizer,5,5
16,17.0,WeBall,5,5
17,18.0,Hi,5,5
18,19.0,We Lose,3,3
19,20.0,Team Pepinito,1,1
