Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split,Region
16.0,JDT,21,18,0,6,2,18,0,12,7,Lobby 1,Finals,4.0,2.0,14.0,0.0,Split_1,APAC_North
17.0,YaBaL,15,14,0,19,0,6,5,19,0,Lobby 1,Finals,17.0,3.0,16.0,3.0,Split_1,APAC_North
18.0,C-VA KAG,14,9,4,10,0,17,0,11,4,Lobby 1,Finals,13.0,0.0,19.0,0.0,Split_1,APAC_North
19.0,ICHC,10,20,0,14,0,13,5,20,0,Lobby 1,Finals,16.0,3.0,17.0,0.0,Split_1,APAC_North
20.0,shes,9,19,0,20,0,11,2,13,2,Lobby 1,Finals,18.0,0.0,18.0,3.0,Split_1,APAC_North
1.0,EGJP,56,111,0,37,99,112,77,112,88,Lobby 1,Round_1,,,,,Split_1,APAC_North
2.0,Fujii Gaming,45,112,1111,102,11,82,55,37,55,Lobby 1,Round_1,,,,,Split_1,APAC_North
3.0,ICHC,37,37,33,112,1010,111,33,121,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
4.0,WYV,34,29,22,29,55,54,33,92,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
5.0,RUG,29,92,0,54,33,29,99,102,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
6.0,ScL,26,63,33,82,0,73,0,29,66,Lobby 1,Round_1,,,,,Split_1,APAC_North
7.0,STYLE,25,73,88,111,0,102,33,82,66,Lobby 1,Round_1,,,,,Split_1,APAC_North
8.0,Hama9,23,54,44,121,11,37,22,111,33,Lobby 1,Round_1,,,,,Split_1,APAC_North
9.0,Eclat,23,82,22,63,33,45,11,45,22,Lobby 1,Round_1,,,,,Split_1,APAC_North
10.0,BB,18,131,0,45,33,131,0,63,55,Lobby 1,Round_1,,,,,Split_1,APAC_North
11.0,RAIZ,12,102,11,131,0,63,11,54,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
12.0,Leaps White Sheep,11,45,11,92,0,121,11,131,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
13.0,GENIUS,11,121,0,73,22,92,0,73,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
1.0,0_Reverse,57,37,77,37,1212,29,88,54,33,Lobby 2,Round_1,,,,,Split_1,APAC_North
2.0,We Need Team,54,92,44,29,44,112,99,63,1111,Lobby 2,Round_1,,,,,Split_1,APAC_North
3.0,ARK5,33,112,22,73,33,54,55,121,33,Lobby 2,Round_1,,,,,Split_1,APAC_North
4.0,YaBaL,33,29,0,45,44,121,0,29,55,Lobby 2,Round_1,,,,,Split_1,APAC_North
5.0,SyS,32,54,22,112,77,82,33,92,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
6.0,LLGS,25,63,55,111,0,73,0,45,88,Lobby 2,Round_1,,,,,Split_1,APAC_North
7.0,BEXT,25,111,0,92,0,111,33,112,66,Lobby 2,Round_1,,,,,Split_1,APAC_North
8.0,We Can Do it,24,45,77,121,0,131,0,37,33,Lobby 2,Round_1,,,,,Split_1,APAC_North
9.0,NrTv.Vs,20,73,33,54,0,45,33,82,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
10.0,WOW.AXIS,20,131,0,63,33,37,33,73,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
11.0,BeastMode,8,102,0,82,11,102,0,111,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
12.0,RDNS,8,82,0,131,0,63,0,102,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
13.0,RAZE,6,121,0,102,0,92,0,131,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
1.0,Level UP,44,54,99,112,1212,54,11,82,0,Lobby 3,Round_1,,,,,Split_1,APAC_North
2.0,ORC,40,63,11,45,55,29,44,29,44,Lobby 3,Round_1,,,,,Split_1,APAC_North
3.0,N1A,32,92,0,121,0,37,1111,45,66,Lobby 3,Round_1,,,,,Split_1,APAC_North
4.0,Numa,32,121,11,102,33,112,1111,111,11,Lobby 3,Round_1,,,,,Split_1,APAC_North
5.0,NAT,30,111,0,92,0,63,0,112,1212,Lobby 3,Round_1,,,,,Split_1,APAC_North
6.0,Zenith,29,73,11,29,88,121,0,54,33,Lobby 3,Round_1,,,,,Split_1,APAC_North
7.0,Serpens,28,112,88,131,0,102,33,92,0,Lobby 3,Round_1,,,,,Split_1,APAC_North
8.0,404,26,29,66,63,44,73,0,131,0,Lobby 3,Round_1,,,,,Split_1,APAC_North
9.0,OC,22,82,0,37,11,45,0,63,44,Lobby 3,Round_1,,,,,Split_1,APAC_North
10.0,Fortuna,21,102,22,54,22,82,0,37,22,Lobby 3,Round_1,,,,,Split_1,APAC_North
11.0,RAVENS,19,45,44,82,33,92,0,102,11,Lobby 3,Round_1,,,,,Split_1,APAC_North
12.0,Fada-one Arcana,18,37,11,111,0,111,66,121,11,Lobby 3,Round_1,,,,,Split_1,APAC_North
13.0,Crest,15,131,0,73,0,131,0,73,77,Lobby 3,Round_1,,,,,Split_1,APAC_North
1.0,LandMarkGondola,43,54,44,63,11,112,1313,54,22,Lobby 4,Round_1,,,,,Split_1,APAC_North
2.0,APEX反省会,42,112,1111,82,33,45,0,45,44,Lobby 4,Round_1,,,,,Split_1,APAC_North
3.0,Scarlet Fox,32,45,44,131,0,73,33,29,77,Lobby 4,Round_1,,,,,Split_1,APAC_North
4.0,BlackGorillaN,30,29,88,54,55,131,11,102,0,Lobby 4,Round_1,,,,,Split_1,APAC_North
5.0,shes,30,111,0,102,0,82,55,112,88,Lobby 4,Round_1,,,,,Split_1,APAC_North
6.0,C-VA KAG,30,37,55,111,33,29,11,63,11,Lobby 4,Round_1,,,,,Split_1,APAC_North
7.0,3DONE,26,73,0,29,55,92,55,82,0,Lobby 4,Round_1,,,,,Split_1,APAC_North
8.0,JDT,26,131,0,112,55,102,22,73,11,Lobby 4,Round_1,,,,,Split_1,APAC_North
9.0,ReA.Herja,23,121,0,37,77,54,22,92,0,Lobby 4,Round_1,,,,,Split_1,APAC_North
10.0,Farley,22,63,44,121,0,111,0,37,66,Lobby 4,Round_1,,,,,Split_1,APAC_North
11.0,monkey,21,82,0,45,22,37,11,111,33,Lobby 4,Round_1,,,,,Split_1,APAC_North
12.0,LapiLegends,13,92,0,73,33,63,11,121,0,Lobby 4,Round_1,,,,,Split_1,APAC_North
13.0,FaTe Diamond,8,102,0,92,11,121,11,131,0,Lobby 4,Round_1,,,,,Split_1,APAC_North
1.0,BEXT,63,5,9,16,0,6,7,1,11,Lobby 1,Semifinals,11.0,6.0,3.0,3.0,Split_1,APAC_North
2.0,STYLE,60,2,9,13,4,16,0,3,10,Lobby 1,Semifinals,17.0,7.0,4.0,8.0,Split_1,APAC_North
3.0,SyS,57,1,8,11,3,2,8,9,3,Lobby 1,Semifinals,15.0,1.0,7.0,6.0,Split_1,APAC_North
4.0,ScL,49,13,3,3,4,5,5,2,13,Lobby 1,Semifinals,18.0,0.0,10.0,1.0,Split_1,APAC_North
5.0,WYV,46,14,0,1,8,9,0,11,1,Lobby 1,Semifinals,1.0,9.0,17.0,0.0,Split_1,APAC_North
6.0,0_Reverse,45,17,0,6,3,7,4,14,3,Lobby 1,Semifinals,19.0,0.0,1.0,16.0,Split_1,APAC_North
7.0,We Need Team,37,8,11,19,0,1,10,8,0,Lobby 1,Semifinals,16.0,0.0,19.0,0.0,Split_1,APAC_North
8.0,LLGS,36,7,0,5,3,3,10,15,3,Lobby 1,Semifinals,8.0,3.0,20.0,0.0,Split_1,APAC_North
9.0,BB,34,10,3,2,8,13,2,12,0,Lobby 1,Semifinals,10.0,2.0,8.0,2.0,Split_1,APAC_North
10.0,ARK5,34,3,5,20,0,18,0,5,1,Lobby 1,Semifinals,14.0,3.0,2.0,4.0,Split_1,APAC_North
11.0,RUG,30,15,0,4,6,8,3,10,3,Lobby 1,Semifinals,6.0,0.0,5.0,1.0,Split_1,APAC_North
12.0,YaBaL,28,16,1,18,1,10,5,6,4,Lobby 1,Semifinals,5.0,4.0,9.0,2.0,Split_1,APAC_North
13.0,Fujii Gaming,28,18,1,10,1,4,5,7,2,Lobby 1,Semifinals,7.0,2.0,12.0,3.0,Split_1,APAC_North
14.0,ICHC,26,11,0,9,1,15,0,13,0,Lobby 1,Semifinals,3.0,9.0,13.0,3.0,Split_1,APAC_North
15.0,Eclat,26,6,2,7,0,11,0,4,0,Lobby 1,Semifinals,2.0,3.0,18.0,0.0,Split_1,APAC_North
16.0,Hama9,24,12,0,8,8,12,0,16,3,Lobby 1,Semifinals,4.0,4.0,16.0,0.0,Split_1,APAC_North
17.0,EGJP,19,4,2,14,4,19,0,18,0,Lobby 1,Semifinals,9.0,0.0,6.0,2.0,Split_1,APAC_North
18.0,NrTv.Vs,13,9,2,17,3,14,0,17,0,Lobby 1,Semifinals,12.0,3.0,15.0,0.0,Split_1,APAC_North
19.0,WOW.AXIS,8,19,0,12,0,17,0,19,0,Lobby 1,Semifinals,20.0,0.0,11.0,6.0,Split_1,APAC_North
20.0,We Can Do it,7,20,0,15,1,20,0,20,0,Lobby 1,Semifinals,13.0,3.0,14.0,0.0,Split_1,APAC_North
1.0,N1A,60,5,7,13,4,6,10,6,6,Lobby 2,Semifinals,2.0,8.0,9.0,3.0,Split_1,APAC_North
2.0,APEX反省会,52,6,5,4,5,12,3,7,0,Lobby 2,Semifinals,6.0,2.0,1.0,10.0,Split_1,APAC_North
3.0,NAT,49,2,8,17,1,8,0,5,7,Lobby 2,Semifinals,9.0,7.0,10.0,7.0,Split_1,APAC_North
4.0,C-VA KAG,49,1,8,3,11,15,1,11,3,Lobby 2,Semifinals,15.0,2.0,18.0,2.0,Split_1,APAC_North
5.0,Numa,47,8,1,14,0,1,17,13,3,Lobby 2,Semifinals,4.0,5.0,20.0,0.0,Split_1,APAC_North
6.0,Serpens,46,10,0,11,1,19,0,1,14,Lobby 2,Semifinals,3.0,6.0,14.0,2.0,Split_1,APAC_North
7.0,JDT,42,3,14,18,0,4,1,4,5,Lobby 2,Semifinals,8.0,3.0,19.0,0.0,Split_1,APAC_North
8.0,ORC,40,14,1,6,0,9,4,9,2,Lobby 2,Semifinals,1.0,7.0,4.0,1.0,Split_1,APAC_North
9.0,shes,35,16,2,19,0,14,3,12,7,Lobby 2,Semifinals,10.0,4.0,2.0,6.0,Split_1,APAC_North
10.0,3DONE,32,15,3,15,3,7,0,3,5,Lobby 2,Semifinals,18.0,0.0,6.0,6.0,Split_1,APAC_North
11.0,Farley,31,12,2,2,10,13,0,18,0,Lobby 2,Semifinals,7.0,0.0,12.0,4.0,Split_1,APAC_North
12.0,Fortuna,29,7,1,5,6,5,2,15,0,Lobby 2,Semifinals,5.0,3.0,11.0,0.0,Split_1,APAC_North
13.0,Level UP,28,19,0,10,4,2,4,14,0,Lobby 2,Semifinals,13.0,2.0,7.0,2.0,Split_1,APAC_North
14.0,Zenith,27,18,0,1,8,17,0,20,1,Lobby 2,Semifinals,14.0,1.0,8.0,2.0,Split_1,APAC_North
15.0,BlackGorillaN,27,17,2,7,2,20,0,2,3,Lobby 2,Semifinals,12.0,3.0,5.0,0.0,Split_1,APAC_North
16.0,LandMarkGondola,22,13,0,20,1,18,0,10,1,Lobby 2,Semifinals,20.0,0.0,3.0,10.0,Split_1,APAC_North
17.0,404,20,11,2,9,0,3,3,8,2,Lobby 2,Semifinals,17.0,0.0,17.0,1.0,Split_1,APAC_North
18.0,OC,14,9,2,8,1,10,2,16,1,Lobby 2,Semifinals,11.0,0.0,15.0,0.0,Split_1,APAC_North
19.0,REAH,11,4,3,16,0,16,2,19,0,Lobby 2,Semifinals,19.0,0.0,13.0,0.0,Split_1,APAC_North
20.0,Scarlet Fox,9,20,0,12,2,11,1,17,0,Lobby 2,Semifinals,16.0,1.0,16.0,3.0,Split_1,APAC_North
1.0,N1A,93,1,12,19,1,8,9,2,11,Lobby 1,Finals,3.0,10.0,3.0,13.0,Split_1,APAC_North
2.0,We Need Team,64,4,3,2,16,2,6,3,7,Lobby 1,Finals,14.0,0.0,17.0,1.0,Split_1,APAC_North
3.0,STYLE,55,7,2,12,0,14,0,4,8,Lobby 1,Finals,1.0,17.0,11.0,5.0,Split_1,APAC_North
4.0,3DONE,54,15,0,7,8,1,15,9,3,Lobby 1,Finals,7.0,3.0,14.0,3.0,Split_1,APAC_North
5.0,ORC,49,9,1,1,6,6,1,1,3,Lobby 1,Finals,10.0,1.0,9.0,4.0,Split_1,APAC_North
6.0,0_Reverse,42,6,6,9,3,3,7,6,3,Lobby 1,Finals,6.0,5.0,19.0,0.0,Split_1,APAC_North
7.0,C-VA KAG,37,19,0,10,3,13,0,17,4,Lobby 1,Finals,13.0,4.0,1.0,10.0,Split_1,APAC_North
8.0,JDT,32,13,1,3,1,20,0,5,6,Lobby 1,Finals,4.0,3.0,15.0,3.0,Split_1,APAC_North
9.0,NAT,30,10,8,4,1,4,7,19,0,Lobby 1,Finals,18.0,0.0,16.0,2.0,Split_1,APAC_North
10.0,ARK5,29,3,3,20,0,17,1,12,1,Lobby 1,Finals,9.0,3.0,2.0,2.0,Split_1,APAC_North
11.0,Numa,28,8,3,13,6,16,2,11,5,Lobby 1,Finals,15.0,0.0,5.0,3.0,Split_1,APAC_North
12.0,shes,28,5,6,16,0,10,3,14,2,Lobby 1,Finals,11.0,1.0,4.0,3.0,Split_1,APAC_North
13.0,WYV,28,12,0,6,2,19,0,7,3,Lobby 1,Finals,2.0,4.0,6.0,0.0,Split_1,APAC_North
14.0,ScL,27,2,11,14,0,11,0,13,0,Lobby 1,Finals,17.0,0.0,8.0,2.0,Split_1,APAC_North
15.0,BB,25,11,2,18,0,5,1,8,3,Lobby 1,Finals,5.0,3.0,13.0,4.0,Split_1,APAC_North
16.0,Serpens,23,14,0,11,5,9,5,18,0,Lobby 1,Finals,8.0,3.0,12.0,3.0,Split_1,APAC_North
17.0,LLGS,11,16,2,5,0,18,0,15,0,Lobby 1,Finals,19.0,0.0,7.0,1.0,Split_1,APAC_North
18.0,APEX反省会,8,17,0,8,2,12,2,20,1,Lobby 1,Finals,20.0,0.0,18.0,0.0,Split_1,APAC_North
19.0,SyS,7,20,0,15,2,15,0,10,0,Lobby 1,Finals,12.0,0.0,20.0,0.0,Split_1,APAC_North
20.0,BEXT,6,18,0,17,0,7,1,16,0,Lobby 1,Finals,16.0,0.0,10.0,0.0,Split_1,APAC_North
1.0,N1A,75,112,1111,37,99,37,22,112,1515,Lobby 1,Round_1,,,,,Split_1,APAC_North
2.0,Zenith,50,45,44,29,33,112,1515,92,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
3.0,We Can Do it,33,29,77,73,22,111,0,37,44,Lobby 1,Round_1,,,,,Split_1,APAC_North
4.0,YaBaL,31,73,0,45,44,29,11,45,44,Lobby 1,Round_1,,,,,Split_1,APAC_North
5.0,C-VA KAG,29,63,0,54,55,54,11,29,33,Lobby 1,Round_1,,,,,Split_1,APAC_North
6.0,APEX反省会,23,37,33,63,0,45,33,82,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
7.0,LLGS,21,82,0,112,33,92,0,102,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
8.0,BB,19,54,33,92,33,102,44,111,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
9.0,Crest,18,111,0,102,11,82,33,73,66,Lobby 1,Round_1,,,,,Split_1,APAC_North
10.0,Serpens,15,102,33,111,0,73,33,63,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
11.0,Monkey,12,92,0,82,0,63,11,54,0,Lobby 1,Round_1,,,,,Split_1,APAC_North
1.0,0_Reverse,57,29,88,82,33,112,1010,37,66,Lobby 2,Round_1,,,,,Split_1,APAC_North
2.0,Numa,47,37,55,37,55,37,99,63,44,Lobby 2,Round_1,,,,,Split_1,APAC_North
3.0,3DONE,43,112,1010,45,33,29,33,111,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
4.0,RDNS,38,82,33,29,55,45,44,54,66,Lobby 2,Round_1,,,,,Split_1,APAC_North
5.0,RAVENS,32,111,33,54,1010,102,0,29,33,Lobby 2,Round_1,,,,,Split_1,APAC_North
6.0,LandMarkGondola,32,63,22,63,33,92,0,112,77,Lobby 2,Round_1,,,,,Split_1,APAC_North
7.0,ScL,27,54,22,112,33,63,0,73,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
8.0,WYV,21,45,22,92,0,73,11,45,33,Lobby 2,Round_1,,,,,Split_1,APAC_North
9.0,Risus,11,121,0,111,0,54,33,92,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
10.0,Eclat,8,92,0,73,0,111,0,102,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
11.0,cEX,8,102,0,102,0,82,0,82,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
12.0,Level UP,4,73,0,121,0,200,0,200,0,Lobby 2,Round_1,,,,,Split_1,APAC_North
1.0,shes,59,29,55,112,66,112,44,45,66,Lobby 3,Round_1,,,,,Split_1,APAC_North
2.0,EGJP,57,37,1212,102,0,73,1313,112,88,Lobby 3,Round_1,,,,,Split_1,APAC_North
3.0,ICHC,48,112,22,29,77,92,0,29,77,Lobby 3,Round_1,,,,,Split_1,APAC_North
4.0,Trick or Treat,27,82,0,54,33,29,55,54,0,Lobby 3,Round_1,,,,,Split_1,APAC_North
5.0,BlackGorillaN,25,45,44,63,66,54,11,102,0,Lobby 3,Round_1,,,,,Split_1,APAC_North
6.0,We Need Team,19,111,22,111,11,102,0,37,55,Lobby 3,Round_1,,,,,Split_1,APAC_North
7.0,ARK5,18,102,33,73,22,37,0,111,0,Lobby 3,Round_1,,,,,Split_1,APAC_North
8.0,Scarlet Fox,17,92,0,45,33,82,0,82,33,Lobby 3,Round_1,,,,,Split_1,APAC_North
9.0,Fujii Gaming,17,63,0,82,11,45,22,92,22,Lobby 3,Round_1,,,,,Split_1,APAC_North
10.0,GENIUS,17,54,11,92,11,63,33,73,0,Lobby 3,Round_1,,,,,Split_1,APAC_North
11.0,KaisenDONDON,15,73,0,37,0,111,0,63,11,Lobby 3,Round_1,,,,,Split_1,APAC_North
1.0,STYLE,62,112,1414,112,1111,54,44,102,33,Lobby 4,Round_1,,,,,Split_1,APAC_North
2.0,SyS,37,29,33,37,0,29,44,73,22,Lobby 4,Round_1,,,,,Split_1,APAC_North
3.0,JDT,32,102,11,29,77,37,44,92,0,Lobby 4,Round_1,,,,,Split_1,APAC_North
4.0,REAH,32,92,0,63,11,45,0,112,99,Lobby 4,Round_1,,,,,Split_1,APAC_North
5.0,NegiNuki,30,111,0,102,0,112,1313,111,11,Lobby 4,Round_1,,,,,Split_1,APAC_North
6.0,OC,27,37,33,73,55,102,0,45,22,Lobby 4,Round_1,,,,,Split_1,APAC_North
7.0,BEXT,25,45,55,82,22,82,11,82,66,Lobby 4,Round_1,,,,,Split_1,APAC_North
8.0,Fortuna,23,54,11,45,0,111,0,29,33,Lobby 4,Round_1,,,,,Split_1,APAC_North
9.0,NoK,20,200,0,92,0,73,0,37,88,Lobby 4,Round_1,,,,,Split_1,APAC_North
10.0,ORC,17,63,0,54,22,63,11,54,0,Lobby 4,Round_1,,,,,Split_1,APAC_North
11.0,Farley,11,82,0,111,0,92,33,63,0,Lobby 4,Round_1,,,,,Split_1,APAC_North
1.0,YaBaL,68,1,10,19,0,1,6,1,10,Lobby 1,Semifinals,6.0,0.0,7.0,0.0,Split_1,APAC_North
2.0,N1A,61,4,12,1,8,3,7,11,0,Lobby 1,Semifinals,17.0,3.0,4.0,1.0,Split_1,APAC_North
3.0,0_Reverse,60,19,0,4,8,11,0,4,6,Lobby 1,Semifinals,1.0,14.0,5.0,5.0,Split_1,APAC_North
4.0,3DONE,54,16,2,7,1,10,4,14,0,Lobby 1,Semifinals,3.0,6.0,1.0,16.0,Split_1,APAC_North
5.0,BB,47,9,4,14,3,2,19,7,3,Lobby 1,Semifinals,16.0,3.0,17.0,0.0,Split_1,APAC_North
6.0,Numa,47,13,1,2,8,9,2,6,2,Lobby 1,Semifinals,10.0,3.0,3.0,7.0,Split_1,APAC_North
7.0,RAVENS,43,7,6,17,1,15,3,5,15,Lobby 1,Semifinals,13.0,3.0,8.0,4.0,Split_1,APAC_North
8.0,Eclat,40,2,3,6,0,5,5,8,0,Lobby 1,Semifinals,5.0,2.0,6.0,5.0,Split_1,APAC_North
9.0,Zenith,40,5,3,9,0,8,3,3,3,Lobby 1,Semifinals,2.0,3.0,11.0,3.0,Split_1,APAC_North
10.0,We Can Do it,37,18,3,11,4,16,1,2,6,Lobby 1,Semifinals,14.0,0.0,2.0,3.0,Split_1,APAC_North
11.0,Crest,31,20,0,5,6,18,0,19,3,Lobby 1,Semifinals,8.0,9.0,9.0,5.0,Split_1,APAC_North
12.0,APEX反省会,29,10,1,15,5,5,5,18,1,Lobby 1,Semifinals,9.0,2.0,15.0,5.0,Split_1,APAC_North
13.0,ScL,27,6,1,13,3,7,5,12,1,Lobby 1,Semifinals,4.0,3.0,14.0,0.0,Split_1,APAC_North
14.0,C-VA KAG,20,3,5,16,4,20,0,13,0,Lobby 1,Semifinals,15.0,0.0,10.0,0.0,Split_1,APAC_North
15.0,LLGS,16,11,2,18,0,6,2,10,3,Lobby 1,Semifinals,12.0,0.0,13.0,1.0,Split_1,APAC_North
16.0,WYV,15,15,1,3,5,14,0,20,0,Lobby 1,Semifinals,18.0,0.0,16.0,0.0,Split_1,APAC_North
17.0,LandMarkGondola,10,8,0,8,1,13,0,17,3,Lobby 1,Semifinals,20.0,0.0,20.0,1.0,Split_1,APAC_North
18.0,Risus,8,17,0,20,0,17,0,15,0,Lobby 1,Semifinals,7.0,3.0,12.0,0.0,Split_1,APAC_North
19.0,RDNS,6,12,0,12,0,12,0,9,1,Lobby 1,Semifinals,19.0,0.0,19.0,0.0,Split_1,APAC_North
20.0,Serpens,4,14,0,10,0,19,0,16,0,Lobby 1,Semifinals,11.0,0.0,18.0,0.0,Split_1,APAC_North
1.0,BEXT,79,4,18,7,1,18,3,1,14,Lobby 2,Semifinals,5.0,10.0,8.0,7.0,Split_1,APAC_North
2.0,STYLE,67,15,8,12,9,1,13,17,2,Lobby 2,Semifinals,17.0,3.0,2.0,9.0,Split_1,APAC_North
3.0,Fujii Gaming,60,17,0,2,4,11,5,6,6,Lobby 2,Semifinals,7.0,1.0,1.0,16.0,Split_1,APAC_North
4.0,NegiNuki,56,2,4,6,1,2,11,2,5,Lobby 2,Semifinals,9.0,2.0,11.0,0.0,Split_1,APAC_North
5.0,We Need Team,52,1,6,5,4,17,0,3,8,Lobby 2,Semifinals,12.0,3.0,6.0,4.0,Split_1,APAC_North
6.0,BlackGorillaN,45,7,1,20,0,4,7,4,2,Lobby 2,Semifinals,1.0,10.0,20.0,0.0,Split_1,APAC_North
7.0,shes,39,8,5,15,6,14,0,19,0,Lobby 2,Semifinals,6.0,8.0,4.0,8.0,Split_1,APAC_North
8.0,ARK5,34,3,9,16,0,5,5,20,0,Lobby 2,Semifinals,4.0,3.0,15.0,0.0,Split_1,APAC_North
9.0,EGJP,33,19,0,1,15,6,0,18,0,Lobby 2,Semifinals,18.0,2.0,14.0,0.0,Split_1,APAC_North
10.0,JDT,28,5,4,17,0,15,2,5,1,Lobby 2,Semifinals,10.0,5.0,5.0,1.0,Split_1,APAC_North
11.0,NoK,25,20,0,4,6,13,0,12,4,Lobby 2,Semifinals,13.0,0.0,9.0,5.0,Split_1,APAC_North
12.0,REAH,22,13,0,10,3,7,2,8,5,Lobby 2,Semifinals,20.0,0.0,17.0,4.0,Split_1,APAC_North
13.0,Trick or Treat,22,18,1,9,0,3,5,13,1,Lobby 2,Semifinals,15.0,3.0,12.0,0.0,Split_1,APAC_North
14.0,ORC,20,16,0,14,0,9,0,15,3,Lobby 2,Semifinals,3.0,5.0,13.0,0.0,Split_1,APAC_North
15.0,OC,19,6,3,11,0,8,3,7,2,Lobby 2,Semifinals,8.0,0.0,18.0,0.0,Split_1,APAC_North
16.0,Fortuna,19,11,1,3,2,10,1,9,0,Lobby 2,Semifinals,16.0,0.0,7.0,0.0,Split_1,APAC_North
17.0,ICHC,17,10,0,19,0,16,0,11,4,Lobby 2,Semifinals,14.0,0.0,3.0,2.0,Split_1,APAC_North
18.0,GENIUS,15,9,0,18,0,19,0,14,0,Lobby 2,Semifinals,2.0,1.0,10.0,0.0,Split_1,APAC_North
19.0,Scarlet Fox,11,12,2,8,6,20,0,16,0,Lobby 2,Semifinals,19.0,0.0,16.0,0.0,Split_1,APAC_North
20.0,SyS,6,14,0,13,0,12,0,10,0,Lobby 2,Semifinals,11.0,0.0,19.0,0.0,Split_1,APAC_North
1.0,0_Reverse,56,1,7,1,8,13,2,8,0,Lobby 1,Finals,11.0,3.0,5.0,4.0,Split_1,APAC_North
2.0,RAVENS,54,3,8,3,9,12,4,3,7,Lobby 1,Finals,17.0,3.0,11.0,0.0,Split_1,APAC_North
3.0,Numa,53,20,0,7,1,1,10,2,8,Lobby 1,Finals,10.0,4.0,9.0,2.0,Split_1,APAC_North
4.0,N1A,44,14,0,15,6,4,5,17,0,Lobby 1,Finals,1.0,14.0,19.0,0.0,Split_1,APAC_North
5.0,BEXT,43,12,4,19,0,3,7,6,13,Lobby 1,Finals,5.0,0.0,13.0,3.0,Split_1,APAC_North
6.0,BlackGorillaN,42,2,8,4,4,5,6,14,3,Lobby 1,Finals,18.0,1.0,12.0,0.0,Split_1,APAC_North
7.0,ARK5,41,4,0,18,1,15,0,5,5,Lobby 1,Finals,2.0,11.0,10.0,3.0,Split_1,APAC_North
8.0,We Can Do it,40,6,8,12,2,10,3,10,2,Lobby 1,Finals,16.0,3.0,3.0,7.0,Split_1,APAC_North
9.0,JDT,39,16,0,16,0,2,7,11,1,Lobby 1,Finals,13.0,0.0,1.0,8.0,Split_1,APAC_North
10.0,NegiNuki,37,17,0,10,2,7,2,1,11,Lobby 1,Finals,12.0,0.0,15.0,3.0,Split_1,APAC_North
11.0,3DONE,34,10,2,5,3,16,0,7,2,Lobby 1,Finals,7.0,3.0,4.0,7.0,Split_1,APAC_North
12.0,Fujii Gaming,34,9,1,6,2,11,0,12,0,Lobby 1,Finals,3.0,5.0,2.0,3.0,Split_1,APAC_North
13.0,YaBaL,30,7,1,13,3,8,0,4,3,Lobby 1,Finals,4.0,5.0,8.0,0.0,Split_1,APAC_North
14.0,BB,25,11,5,8,4,6,7,18,0,Lobby 1,Finals,14.0,2.0,17.0,0.0,Split_1,APAC_North
15.0,Eclat,25,18,0,2,4,17,0,9,1,Lobby 1,Finals,6.0,1.0,6.0,2.0,Split_1,APAC_North
16.0,We Need Team,24,8,4,9,4,9,0,13,0,Lobby 1,Finals,9.0,4.0,16.0,3.0,Split_1,APAC_North
17.0,shes,20,5,4,14,0,14,3,15,0,Lobby 1,Finals,19.0,0.0,14.0,5.0,Split_1,APAC_North
18.0,EGJP,19,13,2,11,4,20,1,16,0,Lobby 1,Finals,15.0,0.0,7.0,6.0,Split_1,APAC_North
19.0,STYLE,8,15,3,17,1,18,1,20,0,Lobby 1,Finals,8.0,0.0,20.0,0.0,Split_1,APAC_North
20.0,Zenith,2,19,0,20,0,19,0,19,0,Lobby 1,Finals,20.0,0.0,18.0,2.0,Split_1,APAC_North
1.0,N2H,80,8,5,1,16,2,11,2,16,Lobby 1,Quarterfinals,,,,,Split_2,APAC_North
2.0,ICHC,41,2,4,2,6,13,0,3,5,Lobby 1,Quarterfinals,,,,,Split_2,APAC_North
3.0,ALT,34,7,6,11,0,9,2,1,8,Lobby 1,Quarterfinals,,,,,Split_2,APAC_North
4.0,ORC,34,1,9,13,1,5,4,6,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_North
5.0,RAID,27,3,3,6,3,11,3,7,4,Lobby 1,Quarterfinals,,,,,Split_2,APAC_North
